_id,Month,Country,HBT,DepartmentType,Age,AgeQF,Sex,SexQF,Deprivation,DeprivationQF,NumberOfAttendances
78024,202212,S92000003,S08000028,Type 3,40-64,"",Male,"",3,"",13
78025,202212,S92000003,S08000028,Type 3,40-64,"",Male,"",,:,1
78026,202212,S92000003,S08000028,Type 3,65-74,"",Female,"",2,"",3
78027,202212,S92000003,S08000028,Type 3,65-74,"",Female,"",3,"",10
78028,202212,S92000003,S08000028,Type 3,65-74,"",Female,"",,:,1
78029,202212,S92000003,S08000028,Type 3,65-74,"",Male,"",1,"",1
78030,202212,S92000003,S08000028,Type 3,65-74,"",Male,"",2,"",2
78031,202212,S92000003,S08000028,Type 3,65-74,"",Male,"",3,"",7
78032,202212,S92000003,S08000028,Type 3,75 plus,"",Female,"",2,"",3
78033,202212,S92000003,S08000028,Type 3,75 plus,"",Female,"",3,"",10
78034,202212,S92000003,S08000028,Type 3,75 plus,"",Male,"",2,"",1
78035,202212,S92000003,S08000028,Type 3,75 plus,"",Male,"",3,"",3
78036,202212,S92000003,S08000028,Type 3,Under 18,"",Female,"",1,"",1
78037,202212,S92000003,S08000028,Type 3,Under 18,"",Female,"",2,"",1
78038,202212,S92000003,S08000028,Type 3,Under 18,"",Female,"",3,"",6
78039,202212,S92000003,S08000028,Type 3,Under 18,"",Male,"",2,"",1
78040,202212,S92000003,S08000028,Type 3,Under 18,"",Male,"",3,"",9
78041,202212,S92000003,S08000028,Type 3,"",:,"",:,,:,8
78042,202212,S92000003,S08000029,Type 1,18-24,"",Female,"",1,"",89
78043,202212,S92000003,S08000029,Type 1,18-24,"",Female,"",2,"",66
78044,202212,S92000003,S08000029,Type 1,18-24,"",Female,"",3,"",50
78045,202212,S92000003,S08000029,Type 1,18-24,"",Female,"",4,"",22
78046,202212,S92000003,S08000029,Type 1,18-24,"",Female,"",5,"",18
78047,202212,S92000003,S08000029,Type 1,18-24,"",Female,"",,:,8
78048,202212,S92000003,S08000029,Type 1,18-24,"",Male,"",1,"",74
78049,202212,S92000003,S08000029,Type 1,18-24,"",Male,"",2,"",41
78050,202212,S92000003,S08000029,Type 1,18-24,"",Male,"",3,"",38
78051,202212,S92000003,S08000029,Type 1,18-24,"",Male,"",4,"",17
78052,202212,S92000003,S08000029,Type 1,18-24,"",Male,"",5,"",28
78053,202212,S92000003,S08000029,Type 1,18-24,"",Male,"",,:,6
78054,202212,S92000003,S08000029,Type 1,25-39,"",Female,"",1,"",190
78055,202212,S92000003,S08000029,Type 1,25-39,"",Female,"",2,"",160
78056,202212,S92000003,S08000029,Type 1,25-39,"",Female,"",3,"",91
78057,202212,S92000003,S08000029,Type 1,25-39,"",Female,"",4,"",63
78058,202212,S92000003,S08000029,Type 1,25-39,"",Female,"",5,"",38
78059,202212,S92000003,S08000029,Type 1,25-39,"",Female,"",,:,10
78060,202212,S92000003,S08000029,Type 1,25-39,"",Male,"",1,"",148
78061,202212,S92000003,S08000029,Type 1,25-39,"",Male,"",2,"",116
78062,202212,S92000003,S08000029,Type 1,25-39,"",Male,"",3,"",76
78063,202212,S92000003,S08000029,Type 1,25-39,"",Male,"",4,"",59
78064,202212,S92000003,S08000029,Type 1,25-39,"",Male,"",5,"",52
78065,202212,S92000003,S08000029,Type 1,25-39,"",Male,"",,:,10
78066,202212,S92000003,S08000029,Type 1,40-64,"",Female,"",1,"",231
78067,202212,S92000003,S08000029,Type 1,40-64,"",Female,"",2,"",190
78068,202212,S92000003,S08000029,Type 1,40-64,"",Female,"",3,"",128
78069,202212,S92000003,S08000029,Type 1,40-64,"",Female,"",4,"",91
78070,202212,S92000003,S08000029,Type 1,40-64,"",Female,"",5,"",96
78071,202212,S92000003,S08000029,Type 1,40-64,"",Female,"",,:,9
78072,202212,S92000003,S08000029,Type 1,40-64,"",Male,"",1,"",232
78073,202212,S92000003,S08000029,Type 1,40-64,"",Male,"",2,"",176
78074,202212,S92000003,S08000029,Type 1,40-64,"",Male,"",3,"",123
78075,202212,S92000003,S08000029,Type 1,40-64,"",Male,"",4,"",94
78076,202212,S92000003,S08000029,Type 1,40-64,"",Male,"",5,"",61
78077,202212,S92000003,S08000029,Type 1,40-64,"",Male,"",,:,14
78078,202212,S92000003,S08000029,Type 1,65-74,"",Female,"",1,"",71
78079,202212,S92000003,S08000029,Type 1,65-74,"",Female,"",2,"",79
78080,202212,S92000003,S08000029,Type 1,65-74,"",Female,"",3,"",69
78081,202212,S92000003,S08000029,Type 1,65-74,"",Female,"",4,"",46
78082,202212,S92000003,S08000029,Type 1,65-74,"",Female,"",5,"",51
78083,202212,S92000003,S08000029,Type 1,65-74,"",Female,"",,:,3
78084,202212,S92000003,S08000029,Type 1,65-74,"",Male,"",1,"",59
78085,202212,S92000003,S08000029,Type 1,65-74,"",Male,"",2,"",91
78086,202212,S92000003,S08000029,Type 1,65-74,"",Male,"",3,"",55
78087,202212,S92000003,S08000029,Type 1,65-74,"",Male,"",4,"",37
78088,202212,S92000003,S08000029,Type 1,65-74,"",Male,"",5,"",41
78089,202212,S92000003,S08000029,Type 1,65-74,"",Male,"",,:,4
78090,202212,S92000003,S08000029,Type 1,75 plus,"",Female,"",1,"",102
78091,202212,S92000003,S08000029,Type 1,75 plus,"",Female,"",2,"",122
78092,202212,S92000003,S08000029,Type 1,75 plus,"",Female,"",3,"",113
78093,202212,S92000003,S08000029,Type 1,75 plus,"",Female,"",4,"",76
78094,202212,S92000003,S08000029,Type 1,75 plus,"",Female,"",5,"",69
78095,202212,S92000003,S08000029,Type 1,75 plus,"",Female,"",,:,1
78096,202212,S92000003,S08000029,Type 1,75 plus,"",Male,"",1,"",93
78097,202212,S92000003,S08000029,Type 1,75 plus,"",Male,"",2,"",97
78098,202212,S92000003,S08000029,Type 1,75 plus,"",Male,"",3,"",83
78099,202212,S92000003,S08000029,Type 1,75 plus,"",Male,"",4,"",64
78100,202212,S92000003,S08000029,Type 1,75 plus,"",Male,"",5,"",74
78101,202212,S92000003,S08000029,Type 1,75 plus,"",Male,"",,:,1
78102,202212,S92000003,S08000029,Type 1,Under 18,"",Female,"",1,"",214
78103,202212,S92000003,S08000029,Type 1,Under 18,"",Female,"",2,"",159
78104,202212,S92000003,S08000029,Type 1,Under 18,"",Female,"",3,"",123
78105,202212,S92000003,S08000029,Type 1,Under 18,"",Female,"",4,"",67
78106,202212,S92000003,S08000029,Type 1,Under 18,"",Female,"",5,"",86
78107,202212,S92000003,S08000029,Type 1,Under 18,"",Female,"",,:,22
78108,202212,S92000003,S08000029,Type 1,Under 18,"",Male,"",1,"",224
78109,202212,S92000003,S08000029,Type 1,Under 18,"",Male,"",2,"",191
78110,202212,S92000003,S08000029,Type 1,Under 18,"",Male,"",3,"",141
78111,202212,S92000003,S08000029,Type 1,Under 18,"",Male,"",4,"",74
78112,202212,S92000003,S08000029,Type 1,Under 18,"",Male,"",5,"",82
78113,202212,S92000003,S08000029,Type 1,Under 18,"",Male,"",,:,21
78114,202212,S92000003,S08000029,Type 1,"",:,"",:,,:,1
78115,202212,S92000003,S08000029,Type 3,18-24,"",Female,"",1,"",10
78116,202212,S92000003,S08000029,Type 3,18-24,"",Female,"",2,"",7
78117,202212,S92000003,S08000029,Type 3,18-24,"",Female,"",3,"",11
78118,202212,S92000003,S08000029,Type 3,18-24,"",Female,"",4,"",14
78119,202212,S92000003,S08000029,Type 3,18-24,"",Female,"",5,"",14
78120,202212,S92000003,S08000029,Type 3,18-24,"",Male,"",1,"",5
78121,202212,S92000003,S08000029,Type 3,18-24,"",Male,"",2,"",12
78122,202212,S92000003,S08000029,Type 3,18-24,"",Male,"",3,"",9
78123,202212,S92000003,S08000029,Type 3,18-24,"",Male,"",4,"",6
78124,202212,S92000003,S08000029,Type 3,18-24,"",Male,"",5,"",22
78125,202212,S92000003,S08000029,Type 3,18-24,"",Male,"",,:,1
78126,202212,S92000003,S08000029,Type 3,25-39,"",Female,"",1,"",28
78127,202212,S92000003,S08000029,Type 3,25-39,"",Female,"",2,"",25
78128,202212,S92000003,S08000029,Type 3,25-39,"",Female,"",3,"",29
78129,202212,S92000003,S08000029,Type 3,25-39,"",Female,"",4,"",30
78130,202212,S92000003,S08000029,Type 3,25-39,"",Female,"",5,"",13
78131,202212,S92000003,S08000029,Type 3,25-39,"",Female,"",,:,5
78132,202212,S92000003,S08000029,Type 3,25-39,"",Male,"",1,"",27
78133,202212,S92000003,S08000029,Type 3,25-39,"",Male,"",2,"",29
78134,202212,S92000003,S08000029,Type 3,25-39,"",Male,"",3,"",29
78135,202212,S92000003,S08000029,Type 3,25-39,"",Male,"",4,"",24
78136,202212,S92000003,S08000029,Type 3,25-39,"",Male,"",5,"",22
78137,202212,S92000003,S08000029,Type 3,25-39,"",Male,"",,:,4
78138,202212,S92000003,S08000029,Type 3,40-64,"",Female,"",1,"",33
78139,202212,S92000003,S08000029,Type 3,40-64,"",Female,"",2,"",54
78140,202212,S92000003,S08000029,Type 3,40-64,"",Female,"",3,"",69
78141,202212,S92000003,S08000029,Type 3,40-64,"",Female,"",4,"",54
78142,202212,S92000003,S08000029,Type 3,40-64,"",Female,"",5,"",51
78143,202212,S92000003,S08000029,Type 3,40-64,"",Female,"",,:,1
78144,202212,S92000003,S08000029,Type 3,40-64,"",Male,"",1,"",32
78145,202212,S92000003,S08000029,Type 3,40-64,"",Male,"",2,"",44
78146,202212,S92000003,S08000029,Type 3,40-64,"",Male,"",3,"",53
78147,202212,S92000003,S08000029,Type 3,40-64,"",Male,"",4,"",36
78148,202212,S92000003,S08000029,Type 3,40-64,"",Male,"",5,"",43
78149,202212,S92000003,S08000029,Type 3,40-64,"",Male,"",,:,5
78150,202212,S92000003,S08000029,Type 3,65-74,"",Female,"",1,"",5
78151,202212,S92000003,S08000029,Type 3,65-74,"",Female,"",2,"",15
78152,202212,S92000003,S08000029,Type 3,65-74,"",Female,"",3,"",18
78153,202212,S92000003,S08000029,Type 3,65-74,"",Female,"",4,"",16
78154,202212,S92000003,S08000029,Type 3,65-74,"",Female,"",5,"",20
78155,202212,S92000003,S08000029,Type 3,65-74,"",Female,"",,:,1
78156,202212,S92000003,S08000029,Type 3,65-74,"",Male,"",1,"",9
78157,202212,S92000003,S08000029,Type 3,65-74,"",Male,"",2,"",10
78158,202212,S92000003,S08000029,Type 3,65-74,"",Male,"",3,"",22
78159,202212,S92000003,S08000029,Type 3,65-74,"",Male,"",4,"",12
78160,202212,S92000003,S08000029,Type 3,65-74,"",Male,"",5,"",14
78161,202212,S92000003,S08000029,Type 3,65-74,"",Male,"",,:,1
78162,202212,S92000003,S08000029,Type 3,75 plus,"",Female,"",1,"",4
78163,202212,S92000003,S08000029,Type 3,75 plus,"",Female,"",2,"",13
78164,202212,S92000003,S08000029,Type 3,75 plus,"",Female,"",3,"",12
78165,202212,S92000003,S08000029,Type 3,75 plus,"",Female,"",4,"",15
78166,202212,S92000003,S08000029,Type 3,75 plus,"",Female,"",5,"",15
78167,202212,S92000003,S08000029,Type 3,75 plus,"",Female,"",,:,2
78168,202212,S92000003,S08000029,Type 3,75 plus,"",Male,"",1,"",1
78169,202212,S92000003,S08000029,Type 3,75 plus,"",Male,"",2,"",5
78170,202212,S92000003,S08000029,Type 3,75 plus,"",Male,"",3,"",5
78171,202212,S92000003,S08000029,Type 3,75 plus,"",Male,"",4,"",11
78172,202212,S92000003,S08000029,Type 3,75 plus,"",Male,"",5,"",26
78173,202212,S92000003,S08000029,Type 3,75 plus,"",Male,"",,:,3
78174,202212,S92000003,S08000029,Type 3,Under 18,"",Female,"",1,"",24
78175,202212,S92000003,S08000029,Type 3,Under 18,"",Female,"",2,"",29
78176,202212,S92000003,S08000029,Type 3,Under 18,"",Female,"",3,"",47
78177,202212,S92000003,S08000029,Type 3,Under 18,"",Female,"",4,"",42
78178,202212,S92000003,S08000029,Type 3,Under 18,"",Female,"",5,"",44
78179,202212,S92000003,S08000029,Type 3,Under 18,"",Female,"",,:,1
78180,202212,S92000003,S08000029,Type 3,Under 18,"",Male,"",1,"",29
78181,202212,S92000003,S08000029,Type 3,Under 18,"",Male,"",2,"",34
78182,202212,S92000003,S08000029,Type 3,Under 18,"",Male,"",3,"",51
78183,202212,S92000003,S08000029,Type 3,Under 18,"",Male,"",4,"",40
78184,202212,S92000003,S08000029,Type 3,Under 18,"",Male,"",5,"",53
78185,202212,S92000003,S08000029,Type 3,Under 18,"",Male,"",,:,4
78186,202212,S92000003,S08000029,Type 3,"",:,"",:,,:,8
78187,202212,S92000003,S08000030,Type 1,18-24,"",Female,"",1,"",100
78188,202212,S92000003,S08000030,Type 1,18-24,"",Female,"",2,"",67
78189,202212,S92000003,S08000030,Type 1,18-24,"",Female,"",3,"",56
78190,202212,S92000003,S08000030,Type 1,18-24,"",Female,"",4,"",62
78191,202212,S92000003,S08000030,Type 1,18-24,"",Female,"",5,"",54
78192,202212,S92000003,S08000030,Type 1,18-24,"",Female,"",,:,8
78193,202212,S92000003,S08000030,Type 1,18-24,"",Male,"",1,"",76
78194,202212,S92000003,S08000030,Type 1,18-24,"",Male,"",2,"",60
78195,202212,S92000003,S08000030,Type 1,18-24,"",Male,"",3,"",59
78196,202212,S92000003,S08000030,Type 1,18-24,"",Male,"",4,"",81
78197,202212,S92000003,S08000030,Type 1,18-24,"",Male,"",5,"",52
78198,202212,S92000003,S08000030,Type 1,18-24,"",Male,"",,:,5
78199,202212,S92000003,S08000030,Type 1,25-39,"",Female,"",1,"",172
78200,202212,S92000003,S08000030,Type 1,25-39,"",Female,"",2,"",110
78201,202212,S92000003,S08000030,Type 1,25-39,"",Female,"",3,"",106
78202,202212,S92000003,S08000030,Type 1,25-39,"",Female,"",4,"",109
78203,202212,S92000003,S08000030,Type 1,25-39,"",Female,"",5,"",54
78204,202212,S92000003,S08000030,Type 1,25-39,"",Female,"",,:,23
78205,202212,S92000003,S08000030,Type 1,25-39,"",Male,"",1,"",176
78206,202212,S92000003,S08000030,Type 1,25-39,"",Male,"",2,"",142
78207,202212,S92000003,S08000030,Type 1,25-39,"",Male,"",3,"",127
78208,202212,S92000003,S08000030,Type 1,25-39,"",Male,"",4,"",127
78209,202212,S92000003,S08000030,Type 1,25-39,"",Male,"",5,"",76
78210,202212,S92000003,S08000030,Type 1,25-39,"",Male,"",,:,23
78211,202212,S92000003,S08000030,Type 1,40-64,"",Female,"",1,"",214
78212,202212,S92000003,S08000030,Type 1,40-64,"",Female,"",2,"",142
78213,202212,S92000003,S08000030,Type 1,40-64,"",Female,"",3,"",190
78214,202212,S92000003,S08000030,Type 1,40-64,"",Female,"",4,"",219
78215,202212,S92000003,S08000030,Type 1,40-64,"",Female,"",5,"",116
78216,202212,S92000003,S08000030,Type 1,40-64,"",Female,"",,:,21
78217,202212,S92000003,S08000030,Type 1,40-64,"",Male,"",1,"",225
78218,202212,S92000003,S08000030,Type 1,40-64,"",Male,"",2,"",180
78219,202212,S92000003,S08000030,Type 1,40-64,"",Male,"",3,"",169
78220,202212,S92000003,S08000030,Type 1,40-64,"",Male,"",4,"",214
78221,202212,S92000003,S08000030,Type 1,40-64,"",Male,"",5,"",123
78222,202212,S92000003,S08000030,Type 1,40-64,"",Male,"",,:,19
78223,202212,S92000003,S08000030,Type 1,65-74,"",Female,"",1,"",56
78224,202212,S92000003,S08000030,Type 1,65-74,"",Female,"",2,"",48
78225,202212,S92000003,S08000030,Type 1,65-74,"",Female,"",3,"",87
78226,202212,S92000003,S08000030,Type 1,65-74,"",Female,"",4,"",102
78227,202212,S92000003,S08000030,Type 1,65-74,"",Female,"",5,"",67
78228,202212,S92000003,S08000030,Type 1,65-74,"",Female,"",,:,5
78229,202212,S92000003,S08000030,Type 1,65-74,"",Male,"",1,"",67
78230,202212,S92000003,S08000030,Type 1,65-74,"",Male,"",2,"",58
78231,202212,S92000003,S08000030,Type 1,65-74,"",Male,"",3,"",92
78232,202212,S92000003,S08000030,Type 1,65-74,"",Male,"",4,"",89
78233,202212,S92000003,S08000030,Type 1,65-74,"",Male,"",5,"",54
78234,202212,S92000003,S08000030,Type 1,65-74,"",Male,"",,:,7
78235,202212,S92000003,S08000030,Type 1,75 plus,"",Female,"",1,"",83
78236,202212,S92000003,S08000030,Type 1,75 plus,"",Female,"",2,"",80
78237,202212,S92000003,S08000030,Type 1,75 plus,"",Female,"",3,"",147
78238,202212,S92000003,S08000030,Type 1,75 plus,"",Female,"",4,"",185
78239,202212,S92000003,S08000030,Type 1,75 plus,"",Female,"",5,"",114
78240,202212,S92000003,S08000030,Type 1,75 plus,"",Female,"",,:,5
78241,202212,S92000003,S08000030,Type 1,75 plus,"",Male,"",1,"",64
78242,202212,S92000003,S08000030,Type 1,75 plus,"",Male,"",2,"",53
78243,202212,S92000003,S08000030,Type 1,75 plus,"",Male,"",3,"",96
78244,202212,S92000003,S08000030,Type 1,75 plus,"",Male,"",4,"",145
78245,202212,S92000003,S08000030,Type 1,75 plus,"",Male,"",5,"",101
78246,202212,S92000003,S08000030,Type 1,75 plus,"",Male,"",,:,5
78247,202212,S92000003,S08000030,Type 1,Under 18,"",Female,"",1,"",250
78248,202212,S92000003,S08000030,Type 1,Under 18,"",Female,"",2,"",130
78249,202212,S92000003,S08000030,Type 1,Under 18,"",Female,"",3,"",141
78250,202212,S92000003,S08000030,Type 1,Under 18,"",Female,"",4,"",175
78251,202212,S92000003,S08000030,Type 1,Under 18,"",Female,"",5,"",112
78252,202212,S92000003,S08000030,Type 1,Under 18,"",Female,"",,:,27
78253,202212,S92000003,S08000030,Type 1,Under 18,"",Male,"",1,"",242
78254,202212,S92000003,S08000030,Type 1,Under 18,"",Male,"",2,"",162
78255,202212,S92000003,S08000030,Type 1,Under 18,"",Male,"",3,"",139
78256,202212,S92000003,S08000030,Type 1,Under 18,"",Male,"",4,"",199
78257,202212,S92000003,S08000030,Type 1,Under 18,"",Male,"",5,"",145
78258,202212,S92000003,S08000030,Type 1,Under 18,"",Male,"",,:,43
78259,202212,S92000003,S08000030,Type 1,"",:,"",:,,:,38
78260,202212,S92000003,S08000030,Type 3,18-24,"",Female,"",1,"",5
78261,202212,S92000003,S08000030,Type 3,18-24,"",Female,"",2,"",9
78262,202212,S92000003,S08000030,Type 3,18-24,"",Female,"",3,"",7
78263,202212,S92000003,S08000030,Type 3,18-24,"",Female,"",4,"",3
78264,202212,S92000003,S08000030,Type 3,18-24,"",Female,"",5,"",4
78265,202212,S92000003,S08000030,Type 3,18-24,"",Female,"",,:,2
78266,202212,S92000003,S08000030,Type 3,18-24,"",Male,"",1,"",2
78267,202212,S92000003,S08000030,Type 3,18-24,"",Male,"",2,"",7
78268,202212,S92000003,S08000030,Type 3,18-24,"",Male,"",3,"",9
78269,202212,S92000003,S08000030,Type 3,18-24,"",Male,"",4,"",3
78270,202212,S92000003,S08000030,Type 3,18-24,"",Male,"",5,"",2
78271,202212,S92000003,S08000030,Type 3,25-39,"",Female,"",1,"",9
78272,202212,S92000003,S08000030,Type 3,25-39,"",Female,"",2,"",15
78273,202212,S92000003,S08000030,Type 3,25-39,"",Female,"",3,"",20
78274,202212,S92000003,S08000030,Type 3,25-39,"",Female,"",4,"",15
78275,202212,S92000003,S08000030,Type 3,25-39,"",Female,"",5,"",9
78276,202212,S92000003,S08000030,Type 3,25-39,"",Female,"",,:,2
78277,202212,S92000003,S08000030,Type 3,25-39,"",Male,"",1,"",12
78278,202212,S92000003,S08000030,Type 3,25-39,"",Male,"",2,"",16
78279,202212,S92000003,S08000030,Type 3,25-39,"",Male,"",3,"",21
78280,202212,S92000003,S08000030,Type 3,25-39,"",Male,"",4,"",10
78281,202212,S92000003,S08000030,Type 3,25-39,"",Male,"",5,"",7
78282,202212,S92000003,S08000030,Type 3,25-39,"",Male,"",,:,3
78283,202212,S92000003,S08000030,Type 3,40-64,"",Female,"",1,"",22
78284,202212,S92000003,S08000030,Type 3,40-64,"",Female,"",2,"",26
78285,202212,S92000003,S08000030,Type 3,40-64,"",Female,"",3,"",40
78286,202212,S92000003,S08000030,Type 3,40-64,"",Female,"",4,"",26
78287,202212,S92000003,S08000030,Type 3,40-64,"",Female,"",5,"",21
78288,202212,S92000003,S08000030,Type 3,40-64,"",Female,"",,:,3
78289,202212,S92000003,S08000030,Type 3,40-64,"",Male,"",1,"",17
78290,202212,S92000003,S08000030,Type 3,40-64,"",Male,"",2,"",29
78291,202212,S92000003,S08000030,Type 3,40-64,"",Male,"",3,"",40
78292,202212,S92000003,S08000030,Type 3,40-64,"",Male,"",4,"",38
78293,202212,S92000003,S08000030,Type 3,40-64,"",Male,"",5,"",18
78294,202212,S92000003,S08000030,Type 3,40-64,"",Male,"",,:,2
78295,202212,S92000003,S08000030,Type 3,65-74,"",Female,"",1,"",4
78296,202212,S92000003,S08000030,Type 3,65-74,"",Female,"",2,"",7
78297,202212,S92000003,S08000030,Type 3,65-74,"",Female,"",3,"",21
78298,202212,S92000003,S08000030,Type 3,65-74,"",Female,"",4,"",10
78299,202212,S92000003,S08000030,Type 3,65-74,"",Female,"",5,"",8
78300,202212,S92000003,S08000030,Type 3,65-74,"",Male,"",2,"",5
78301,202212,S92000003,S08000030,Type 3,65-74,"",Male,"",3,"",14
78302,202212,S92000003,S08000030,Type 3,65-74,"",Male,"",4,"",7
78303,202212,S92000003,S08000030,Type 3,65-74,"",Male,"",5,"",3
78304,202212,S92000003,S08000030,Type 3,65-74,"",Male,"",,:,2
78305,202212,S92000003,S08000030,Type 3,75 plus,"",Female,"",1,"",3
78306,202212,S92000003,S08000030,Type 3,75 plus,"",Female,"",2,"",9
78307,202212,S92000003,S08000030,Type 3,75 plus,"",Female,"",3,"",18
78308,202212,S92000003,S08000030,Type 3,75 plus,"",Female,"",4,"",17
78309,202212,S92000003,S08000030,Type 3,75 plus,"",Female,"",5,"",9
78310,202212,S92000003,S08000030,Type 3,75 plus,"",Male,"",1,"",3
78311,202212,S92000003,S08000030,Type 3,75 plus,"",Male,"",2,"",5
78312,202212,S92000003,S08000030,Type 3,75 plus,"",Male,"",3,"",16
78313,202212,S92000003,S08000030,Type 3,75 plus,"",Male,"",4,"",20
78314,202212,S92000003,S08000030,Type 3,75 plus,"",Male,"",5,"",11
78315,202212,S92000003,S08000030,Type 3,Under 18,"",Female,"",1,"",12
78316,202212,S92000003,S08000030,Type 3,Under 18,"",Female,"",2,"",27
78317,202212,S92000003,S08000030,Type 3,Under 18,"",Female,"",3,"",44
78318,202212,S92000003,S08000030,Type 3,Under 18,"",Female,"",4,"",27
78319,202212,S92000003,S08000030,Type 3,Under 18,"",Female,"",5,"",12
78320,202212,S92000003,S08000030,Type 3,Under 18,"",Female,"",,:,5
78321,202212,S92000003,S08000030,Type 3,Under 18,"",Male,"",1,"",15
78322,202212,S92000003,S08000030,Type 3,Under 18,"",Male,"",2,"",23
78323,202212,S92000003,S08000030,Type 3,Under 18,"",Male,"",3,"",31
78324,202212,S92000003,S08000030,Type 3,Under 18,"",Male,"",4,"",25
78325,202212,S92000003,S08000030,Type 3,Under 18,"",Male,"",5,"",17
78326,202212,S92000003,S08000030,Type 3,Under 18,"",Male,"",,:,3
78327,202212,S92000003,S08000030,Type 3,"",:,"",:,,:,31
78328,202212,S92000003,S08000031,Type 1,18-24,"",Female,"",1,"",559
78329,202212,S92000003,S08000031,Type 1,18-24,"",Female,"",2,"",206
78330,202212,S92000003,S08000031,Type 1,18-24,"",Female,"",3,"",184
78331,202212,S92000003,S08000031,Type 1,18-24,"",Female,"",4,"",133
78332,202212,S92000003,S08000031,Type 1,18-24,"",Female,"",5,"",118
78333,202212,S92000003,S08000031,Type 1,18-24,"",Female,"",,:,36
78334,202212,S92000003,S08000031,Type 1,18-24,"",Male,"",1,"",415
78335,202212,S92000003,S08000031,Type 1,18-24,"",Male,"",2,"",157
78336,202212,S92000003,S08000031,Type 1,18-24,"",Male,"",3,"",130
78337,202212,S92000003,S08000031,Type 1,18-24,"",Male,"",4,"",125
