Year,MonthNum,HBT,Age,Sex,Deprivation,NumberOfAttendances,Population,Rate,log_offset,Date
2021,6,S08000030,25-39,Male,1,240,8497,28.245263034012005,9.047468439003541,2021-06-01
2021,6,S08000030,25-39,Male,2,186,7605,24.45759368836292,8.936561204693394,2021-06-01
2021,6,S08000030,25-39,Male,3,147,6511,22.57717708493319,8.781248333236862,2021-06-01
2021,6,S08000030,25-39,Male,4,140,8524,16.42421398404505,9.050640993218508,2021-06-01
2021,6,S08000030,25-39,Male,5,89,4885,18.219037871033777,8.493924564476883,2021-06-01
2021,6,S08000030,40-64,Female,1,221,11261,19.625255305923098,9.329100707697025,2021-06-01
2021,6,S08000030,40-64,Female,2,144,11605,12.408444635932788,9.359191318708538,2021-06-01
2021,6,S08000030,40-64,Female,3,229,14284,16.031923830859704,9.566895308714338,2021-06-01
2021,6,S08000030,40-64,Female,4,243,20203,12.027916646042668,9.913586387213542,2021-06-01
2021,6,S08000030,40-64,Female,5,128,12971,9.868167450466425,9.470471375340674,2021-06-01
2021,6,S08000030,40-64,Male,1,274,10897,25.14453519317243,9.296242800976886,2021-06-01
2021,6,S08000030,40-64,Male,2,224,11224,19.957234497505347,9.325809621782296,2021-06-01
2021,6,S08000030,40-64,Male,3,225,13263,16.96448767247229,9.492733482494353,2021-06-01
2021,6,S08000030,40-64,Male,4,224,18764,11.937753144318908,9.839695419448349,2021-06-01
2021,6,S08000030,40-64,Male,5,161,11828,13.61176868447751,9.378224880972368,2021-06-01
2021,6,S08000030,65-74,Female,1,63,3226,19.52882827030378,8.078998258685154,2021-06-01
2021,6,S08000030,65-74,Female,2,44,4077,10.792249202845229,8.313116702819253,2021-06-01
2021,6,S08000030,65-74,Female,3,93,5548,16.762797404470078,8.621192781434722,2021-06-01
2021,6,S08000030,65-74,Female,4,97,7488,12.95405982905983,8.921057018157429,2021-06-01
2021,6,S08000030,65-74,Female,5,52,5445,9.550045913682277,8.602453035367061,2021-06-01
2021,6,S08000030,65-74,Male,1,61,3066,19.89562948467058,8.028129059431759,2021-06-01
2021,6,S08000030,65-74,Male,2,55,3704,14.848812095032399,8.21716859576607,2021-06-01
2021,6,S08000030,65-74,Male,3,86,5270,16.31878557874763,8.569785641535407,2021-06-01
2021,6,S08000030,65-74,Male,4,114,7000,16.285714285714285,8.85366542803745,2021-06-01
2021,6,S08000030,65-74,Male,5,60,4871,12.317799219872716,8.491054533806542,2021-06-01
2021,6,S08000030,75 plus,Female,1,49,2931,16.71784373933811,7.983098940710892,2021-06-01
2021,6,S08000030,75 plus,Female,2,89,3968,22.429435483870968,8.286017468404763,2021-06-01
2021,6,S08000030,75 plus,Female,3,135,5026,26.86032630322324,8.522379718103538,2021-06-01
2021,6,S08000030,75 plus,Female,4,137,6946,19.723581917650446,8.845921233304018,2021-06-01
2021,6,S08000030,75 plus,Female,5,111,5214,21.288837744533947,8.559102594493448,2021-06-01
2021,6,S08000030,75 plus,Male,1,52,2087,24.916147580258745,7.643482907077201,2021-06-01
2021,6,S08000030,75 plus,Male,2,64,2709,23.624953857511997,7.904334842085095,2021-06-01
2021,6,S08000030,75 plus,Male,3,110,3887,28.299459737586826,8.265392930852224,2021-06-01
2021,6,S08000030,75 plus,Male,4,119,5488,21.683673469387756,8.610319169405722,2021-06-01
2021,6,S08000030,75 plus,Male,5,64,3954,16.186140617096612,8.282483003730562,2021-06-01
2021,6,S08000030,Under 18,Female,1,192,7645,25.11445389143231,8.941807118363164,2021-06-01
2021,6,S08000030,Under 18,Female,2,152,6307,24.100206120183923,8.749415406663651,2021-06-01
2021,6,S08000030,Under 18,Female,3,160,6493,24.641922069921453,8.778479952508487,2021-06-01
2021,6,S08000030,Under 18,Female,4,183,9548,19.166317553414327,9.16408698745872,2021-06-01
2021,6,S08000030,Under 18,Female,5,131,6249,20.963354136661867,8.740176729929082,2021-06-01
2021,6,S08000030,Under 18,Male,1,275,7982,34.452518165873215,8.984944285608679,2021-06-01
2021,6,S08000030,Under 18,Male,2,161,6826,23.58628772341049,8.828494129466652,2021-06-01
2021,6,S08000030,Under 18,Male,3,231,6807,33.93565447333627,8.825706773447951,2021-06-01
2021,6,S08000030,Under 18,Male,4,284,10134,28.024472074205644,9.223651386035854,2021-06-01
2021,6,S08000030,Under 18,Male,5,179,6646,26.933493830875715,8.801770448914539,2021-06-01
2021,6,S08000031,18-24,Female,1,720,18557,38.79937489895996,9.828602355344339,2021-06-01
2021,6,S08000031,18-24,Female,2,242,10248,23.614363778298202,9.234837843576571,2021-06-01
2021,6,S08000031,18-24,Female,3,208,9402,22.122952563284407,9.148677711584076,2021-06-01
2021,6,S08000031,18-24,Female,4,168,7754,21.66623678101625,8.955964118230874,2021-06-01
2021,6,S08000031,18-24,Female,5,161,11333,14.206300185299567,9.335474102732949,2021-06-01
2021,6,S08000031,18-24,Male,1,667,17720,37.6410835214447,9.782449224159071,2021-06-01
2021,6,S08000031,18-24,Male,2,294,10349,28.40854188810513,9.244645175668174,2021-06-01
2021,6,S08000031,18-24,Male,3,193,8737,22.08996222959826,9.075322160298095,2021-06-01
2021,6,S08000031,18-24,Male,4,215,7363,29.200054325682466,8.904222737368716,2021-06-01
2021,6,S08000031,18-24,Male,5,198,10749,18.420318169132013,9.282568005973063,2021-06-01
2021,6,S08000031,25-39,Female,1,1560,47643,32.74353000440778,10.771490993778757,2021-06-01
2021,6,S08000031,25-39,Female,2,615,23934,25.695663073451993,10.083055321133461,2021-06-01
2021,6,S08000031,25-39,Female,3,385,18096,21.275419982316535,9.803446198355902,2021-06-01
2021,6,S08000031,25-39,Female,4,344,17571,19.577713277559614,9.774005094757891,2021-06-01
2021,6,S08000031,25-39,Female,5,270,21181,12.747273499834757,9.960859832393998,2021-06-01
2021,6,S08000031,25-39,Male,1,1746,44850,38.929765886287626,10.711078867486941,2021-06-01
2021,6,S08000031,25-39,Male,2,661,23687,27.905602229070798,10.072681653422581,2021-06-01
2021,6,S08000031,25-39,Male,3,444,17680,25.1131221719457,9.780189336191635,2021-06-01
2021,6,S08000031,25-39,Male,4,376,16798,22.383617097273486,9.729015110685573,2021-06-01
2021,6,S08000031,25-39,Male,5,345,20679,16.683592049905702,9.936873971553762,2021-06-01
2021,6,S08000031,40-64,Female,1,2132,66481,32.06931303680751,11.104671471534129,2021-06-01
2021,6,S08000031,40-64,Female,2,867,35407,24.48668342418166,10.474664819686861,2021-06-01
2021,6,S08000031,40-64,Female,3,625,25870,24.159257827599536,10.160839275180075,2021-06-01
2021,6,S08000031,40-64,Female,4,577,28429,20.29617643955116,10.255165029914568,2021-06-01
2021,6,S08000031,40-64,Female,5,524,41157,12.731734577350146,10.625149300994275,2021-06-01
2021,6,S08000031,40-64,Male,1,2397,63174,37.94282457973217,11.053648103084814,2021-06-01
2021,6,S08000031,40-64,Male,2,891,33239,26.805860585456845,10.411479164280985,2021-06-01
2021,6,S08000031,40-64,Male,3,554,24166,22.924770338492095,10.092701965587253,2021-06-01
2021,6,S08000031,40-64,Male,4,525,26439,19.857029388403497,10.18259547176777,2021-06-01
2021,6,S08000031,40-64,Male,5,519,38383,13.521611129927312,10.55536993221822,2021-06-01
2021,6,S08000031,65-74,Female,1,602,18150,33.16804407713499,9.806425839692997,2021-06-01
2021,6,S08000031,65-74,Female,2,288,10515,27.389443651925824,9.2605580881368,2021-06-01
2021,6,S08000031,65-74,Female,3,205,8128,25.221456692913385,9.003070169818264,2021-06-01
2021,6,S08000031,65-74,Female,4,216,9011,23.970702474753082,9.106201332235038,2021-06-01
2021,6,S08000031,65-74,Female,5,245,14230,17.217146872803937,9.563107691083898,2021-06-01
2021,6,S08000031,65-74,Male,1,535,16273,32.87654396853684,9.697262571660614,2021-06-01
2021,6,S08000031,65-74,Male,2,262,9114,28.746982664033357,9.117566971823829,2021-06-01
2021,6,S08000031,65-74,Male,3,179,7180,24.930362116991642,8.87905466204227,2021-06-01
2021,6,S08000031,65-74,Male,4,183,8355,21.903052064631954,9.030615441029495,2021-06-01
2021,6,S08000031,65-74,Male,5,228,12956,17.59802408150664,9.46931428029122,2021-06-01
2021,6,S08000031,75 plus,Female,1,803,16547,48.52843415724905,9.713960095491844,2021-06-01
2021,6,S08000031,75 plus,Female,2,432,10145,42.582552981764415,9.224736252259914,2021-06-01
2021,6,S08000031,75 plus,Female,3,344,7115,48.34855938158819,8.869960510523953,2021-06-01
2021,6,S08000031,75 plus,Female,4,347,7652,45.34762153685311,8.942722330560143,2021-06-01
2021,6,S08000031,75 plus,Female,5,428,12061,35.486278086394165,9.397732385583243,2021-06-01
2021,6,S08000031,75 plus,Male,1,463,9975,46.416040100250626,9.207837241758064,2021-06-01
2021,6,S08000031,75 plus,Male,2,261,6250,41.76,8.740336742730447,2021-06-01
2021,6,S08000031,75 plus,Male,3,243,4789,50.741282104823554,8.47407690034261,2021-06-01
2021,6,S08000031,75 plus,Male,4,229,5507,41.58343925912475,8.613775289262481,2021-06-01
2021,6,S08000031,75 plus,Male,5,287,9197,31.205827987387192,9.126632622902697,2021-06-01
2021,6,S08000031,Under 18,Female,1,1768,39660,44.57892082702975,10.588098402073786,2021-06-01
2021,6,S08000031,Under 18,Female,2,718,18252,39.338154722770106,9.812029942047293,2021-06-01
2021,6,S08000031,Under 18,Female,3,480,11884,40.39044092898014,9.382948236582498,2021-06-01
2021,6,S08000031,Under 18,Female,4,518,14039,36.89721490134625,9.549594449971952,2021-06-01
2021,6,S08000031,Under 18,Female,5,564,21335,26.43543473166159,9.9681041956221,2021-06-01
2021,6,S08000031,Under 18,Male,1,2223,41421,53.668429057724346,10.631543277584262,2021-06-01
2021,6,S08000031,Under 18,Male,2,911,18940,48.099260823653644,9.84903136674007,2021-06-01
2021,6,S08000031,Under 18,Male,3,664,12803,51.86284464578615,9.45743479744618,2021-06-01
2021,6,S08000031,Under 18,Male,4,721,14646,49.22845828212481,9.591922539621015,2021-06-01
2021,6,S08000031,Under 18,Male,5,779,22014,35.38657218133915,9.999433893583337,2021-06-01
2021,6,S08000032,18-24,Female,1,275,7395,37.187288708586884,8.9085593751449,2021-06-01
2021,6,S08000032,18-24,Female,2,243,6521,37.26422327863824,8.782783017393202,2021-06-01
2021,6,S08000032,18-24,Female,3,146,4171,35.00359625988971,8.335911094196945,2021-06-01
2021,6,S08000032,18-24,Female,4,106,4237,25.01770120368185,8.351610750626559,2021-06-01
2021,6,S08000032,18-24,Female,5,53,3021,17.543859649122805,8.013343181386672,2021-06-01
2021,6,S08000032,18-24,Male,1,254,7321,34.694713836907525,8.898502209646642,2021-06-01
2021,6,S08000032,18-24,Male,2,191,6765,28.233555062823356,8.819517540604888,2021-06-01
2021,6,S08000032,18-24,Male,3,146,4349,33.57093584732122,8.37770121259764,2021-06-01
2021,6,S08000032,18-24,Male,4,92,4356,21.120293847566575,8.37930948405285,2021-06-01
2021,6,S08000032,18-24,Male,5,55,3233,17.012063099288586,8.081165777725433,2021-06-01
2021,6,S08000032,25-39,Female,1,641,17851,35.908352473250794,9.789814808047552,2021-06-01
2021,6,S08000032,25-39,Female,2,531,16383,32.41164621864127,9.703999490820264,2021-06-01
2021,6,S08000032,25-39,Female,3,294,10415,28.22851656265002,9.251002353695073,2021-06-01
2021,6,S08000032,25-39,Female,4,201,11989,16.765368254233046,9.391744841707654,2021-06-01
2021,6,S08000032,25-39,Female,5,107,7029,15.222649025465927,8.857799727175905,2021-06-01
2021,6,S08000032,25-39,Male,1,616,16358,37.65741533194767,9.702472353294919,2021-06-01
2021,6,S08000032,25-39,Male,2,495,15709,31.510599019670252,9.661989075499939,2021-06-01
2021,6,S08000032,25-39,Male,3,251,10031,25.022430465556777,9.213435576883485,2021-06-01
2021,6,S08000032,25-39,Male,4,194,11179,17.35396726004115,9.321792297270326,2021-06-01
2021,6,S08000032,25-39,Male,5,112,6423,17.437334578857232,8.767640577257792,2021-06-01
2021,6,S08000032,40-64,Female,1,948,30315,31.271647699158834,10.319397918505832,2021-06-01
2021,6,S08000032,40-64,Female,2,868,30702,28.271773825809394,10.332083078033147,2021-06-01
2021,6,S08000032,40-64,Female,3,527,20666,25.50082260718088,9.9362451167743,2021-06-01
2021,6,S08000032,40-64,Female,4,387,22552,17.16034054629301,10.023579032793949,2021-06-01
2021,6,S08000032,40-64,Female,5,244,16878,14.456689181182606,9.733766277717912,2021-06-01
2021,6,S08000032,40-64,Male,1,962,28621,33.611683728730654,10.261895993101012,2021-06-01
2021,6,S08000032,40-64,Male,2,846,28853,29.32104113956954,10.269969252665245,2021-06-01
2021,6,S08000032,40-64,Male,3,490,19723,24.84409065557978,9.889540746403503,2021-06-01
2021,6,S08000032,40-64,Male,4,376,21349,17.612066138929226,9.968760179152325,2021-06-01
2021,6,S08000032,40-64,Male,5,231,15669,14.742485161784415,9.659439517104408,2021-06-01
2021,6,S08000032,65-74,Female,1,342,9258,36.94102397926118,9.133243321591216,2021-06-01
2021,6,S08000032,65-74,Female,2,291,10143,28.689736764270926,9.224539091375995,2021-06-01
2021,6,S08000032,65-74,Female,3,168,6875,24.436363636363637,8.835646922534773,2021-06-01
2021,6,S08000032,65-74,Female,4,109,6325,17.233201581027668,8.752265313595721,2021-06-01
2021,6,S08000032,65-74,Female,5,94,5385,17.455896007428038,8.591372589590488,2021-06-01
2021,6,S08000032,65-74,Male,1,277,8218,33.706497931370166,9.014082149443356,2021-06-01
2021,6,S08000032,65-74,Male,2,292,8874,32.905116069416266,9.090880931938855,2021-06-01
2021,6,S08000032,65-74,Male,3,150,6186,24.24830261881668,8.730043953245016,2021-06-01
2021,6,S08000032,65-74,Male,4,141,5730,24.607329842931936,8.653470809708786,2021-06-01
2021,6,S08000032,65-74,Male,5,96,5116,18.764659890539484,8.540128162698734,2021-06-01
2021,6,S08000032,75 plus,Female,1,392,8004,48.975512243878065,8.987696695703624,2021-06-01
2021,6,S08000032,75 plus,Female,2,473,9058,52.21903289909472,9.111403624116159,2021-06-01
2021,6,S08000032,75 plus,Female,3,293,6073,48.246336242384324,8.711607995897575,2021-06-01
2021,6,S08000032,75 plus,Female,4,179,4617,38.76976391596275,8.43750042250699,2021-06-01
2021,6,S08000032,75 plus,Female,5,151,3869,39.028172654432666,8.260751354700513,2021-06-01
2021,6,S08000032,75 plus,Male,1,274,5274,51.95297686765264,8.570544366913232,2021-06-01
2021,6,S08000032,75 plus,Male,2,299,6157,48.56261166152347,8.72534492491121,2021-06-01
2021,6,S08000032,75 plus,Male,3,222,4071,54.532056005895356,8.31164394850298,2021-06-01
2021,6,S08000032,75 plus,Male,4,139,3501,39.702942016566695,8.160803920954665,2021-06-01
2021,6,S08000032,75 plus,Male,5,101,3026,33.3773959021811,8.014996894348302,2021-06-01
2021,6,S08000032,Under 18,Female,1,508,17098,29.711077318984678,9.74671677658618,2021-06-01
2021,6,S08000032,Under 18,Female,2,419,15769,26.5711205529837,9.665801266405587,2021-06-01
2021,6,S08000032,Under 18,Female,3,319,10231,31.179747825237026,9.23317760587894,2021-06-01
2021,6,S08000032,Under 18,Female,4,210,12362,16.98754246885617,9.422382530219219,2021-06-01
2021,6,S08000032,Under 18,Female,5,144,8349,17.247574559827523,9.029897050194,2021-06-01
2021,6,S08000032,Under 18,Male,1,607,17966,33.78604029834131,9.796236361789152,2021-06-01
2021,6,S08000032,Under 18,Male,2,533,16552,32.20154664088932,9.714262219425379,2021-06-01
2021,6,S08000032,Under 18,Male,3,387,10688,36.20883233532935,9.276876895776427,2021-06-01
2021,6,S08000032,Under 18,Male,4,298,13045,22.844001533154465,9.47616019757083,2021-06-01
2021,6,S08000032,Under 18,Male,5,223,8786,25.381288413384933,9.080914824535725,2021-06-01
2021,7,S08000015,18-24,Female,1,160,4520,35.39823008849557,8.416267272826277,2021-07-01
2021,7,S08000015,18-24,Female,2,88,2842,30.96410978184377,7.952263308657046,2021-07-01
2021,7,S08000015,18-24,Female,3,43,2199,19.554342883128694,7.695757990554761,2021-07-01
2021,7,S08000015,18-24,Female,4,30,1564,19.18158567774936,7.355001921105257,2021-07-01
2021,7,S08000015,18-24,Female,5,24,1316,18.2370820668693,7.182352111885263,2021-07-01
2021,7,S08000015,18-24,Male,1,146,4528,32.24381625441696,8.41803561988302,2021-07-01
2021,7,S08000015,18-24,Male,2,118,2891,40.816326530612244,7.969357742016346,2021-07-01
2021,7,S08000015,18-24,Male,3,69,2245,30.734966592427618,7.716460800176355,2021-07-01
2021,7,S08000015,18-24,Male,4,46,1751,26.270702455739578,7.467942332285852,2021-07-01
2021,7,S08000015,18-24,Male,5,36,1492,24.128686327077748,7.307872780763706,2021-07-01
2021,7,S08000015,25-39,Female,1,322,10911,29.511502153789753,9.297526733655099,2021-07-01
2021,7,S08000015,25-39,Female,2,223,7364,30.282455187398153,8.904358542352968,2021-07-01
2021,7,S08000015,25-39,Female,3,107,5602,19.100321313816494,8.630878955820053,2021-07-01
2021,7,S08000015,25-39,Female,4,64,4149,15.425403711737768,8.330622620332868,2021-07-01
2021,7,S08000015,25-39,Female,5,38,2956,12.855209742895806,7.991592282068092,2021-07-01
2021,7,S08000015,25-39,Male,1,428,9648,44.36152570480929,9.174505918966966,2021-07-01
2021,7,S08000015,25-39,Male,2,238,6808,34.95887191539365,8.82585367025321,2021-07-01
2021,7,S08000015,25-39,Male,3,105,5383,19.50585175552666,8.591001118560957,2021-07-01
2021,7,S08000015,25-39,Male,4,51,3861,13.209013209013209,8.258681496264236,2021-07-01
2021,7,S08000015,25-39,Male,5,53,2739,19.350127783862725,7.915348169263078,2021-07-01
2021,7,S08000015,40-64,Female,1,432,19462,22.19710204501079,9.876219125381935,2021-07-01
2021,7,S08000015,40-64,Female,2,333,15000,22.2,9.615805480084347,2021-07-01
2021,7,S08000015,40-64,Female,3,187,12961,14.427899081860966,9.469700127423375,2021-07-01
2021,7,S08000015,40-64,Female,4,151,10739,14.060899525095445,9.281637253858216,2021-07-01
2021,7,S08000015,40-64,Female,5,105,8925,11.76470588235294,9.09661160664784,2021-07-01
2021,7,S08000015,40-64,Male,1,474,17553,27.003930951974024,9.772980154456345,2021-07-01
2021,7,S08000015,40-64,Male,2,311,13640,22.80058651026393,9.520761931397454,2021-07-01
2021,7,S08000015,40-64,Male,3,177,11880,14.8989898989899,9.382611592916636,2021-07-01
2021,7,S08000015,40-64,Male,4,132,9809,13.457029258843919,9.191055610564316,2021-07-01
2021,7,S08000015,40-64,Male,5,96,8020,11.970074812967582,8.98969370086056,2021-07-01
2021,7,S08000015,65-74,Female,1,130,6341,20.50149818640593,8.754791763700032,2021-07-01
2021,7,S08000015,65-74,Female,2,118,5571,21.181116496140728,8.625329850020815,2021-07-01
2021,7,S08000015,65-74,Female,3,81,4886,16.577977896029473,8.494129251817686,2021-07-01
2021,7,S08000015,65-74,Female,4,65,4369,14.87754634927901,8.382289428951436,2021-07-01
2021,7,S08000015,65-74,Female,5,61,4090,14.91442542787286,8.316300249036848,2021-07-01
2021,7,S08000015,65-74,Male,1,157,5777,27.176735329755928,8.661639795781266,2021-07-01
2021,7,S08000015,65-74,Male,2,130,5032,25.834658187599363,8.523572798380277,2021-07-01
2021,7,S08000015,65-74,Male,3,104,4486,23.1832367365136,8.408716715080153,2021-07-01
2021,7,S08000015,65-74,Male,4,59,3871,15.241539653836218,8.261268150577648,2021-07-01
2021,7,S08000015,65-74,Male,5,51,3829,13.319404544267433,8.250358951477294,2021-07-01
2021,7,S08000015,75 plus,Female,1,193,5340,36.142322097378276,8.582980931954241,2021-07-01
2021,7,S08000015,75 plus,Female,2,186,5049,36.8389780154486,8.526945482858915,2021-07-01
2021,7,S08000015,75 plus,Female,3,108,4131,26.143790849673202,8.326274787396764,2021-07-01
2021,7,S08000015,75 plus,Female,4,87,3750,23.2,8.229511118964457,2021-07-01
2021,7,S08000015,75 plus,Female,5,93,3581,25.970399329796148,8.183397369998433,2021-07-01
2021,7,S08000015,75 plus,Male,1,152,3874,39.23593185338152,8.262042843966942,2021-07-01
2021,7,S08000015,75 plus,Male,2,129,3611,35.72417612849626,8.191740021277457,2021-07-01
2021,7,S08000015,75 plus,Male,3,91,3011,30.22251743606775,8.010027528481734,2021-07-01
2021,7,S08000015,75 plus,Male,4,91,2808,32.407407407407405,7.940227765145702,2021-07-01
2021,7,S08000015,75 plus,Male,5,79,2930,26.962457337883958,7.982757702011113,2021-07-01
2021,7,S08000015,Under 18,Female,1,318,10931,29.091574421370414,9.299358068293836,2021-07-01
2021,7,S08000015,Under 18,Female,2,207,7207,28.72207575967809,8.88280805492444,2021-07-01
2021,7,S08000015,Under 18,Female,3,139,6075,22.88065843621399,8.711937268208748,2021-07-01
2021,7,S08000015,Under 18,Female,4,111,4539,24.45472571050892,8.420462002456466,2021-07-01
2021,7,S08000015,Under 18,Female,5,84,3772,22.26935312831389,8.235360643753348,2021-07-01
2021,7,S08000015,Under 18,Male,1,399,11405,34.984655852696186,9.341807134718488,2021-07-01
2021,7,S08000015,Under 18,Male,2,232,7528,30.8182784272051,8.926384681265215,2021-07-01
2021,7,S08000015,Under 18,Male,3,162,6502,24.915410642879113,8.779865100863852,2021-07-01
2021,7,S08000015,Under 18,Male,4,106,4851,21.851164708307564,8.486940148245216,2021-07-01
2021,7,S08000015,Under 18,Male,5,132,4015,32.87671232876712,8.297792626380861,2021-07-01
2021,7,S08000016,18-24,Female,1,12,304,39.473684210526315,5.717027701406222,2021-07-01
2021,7,S08000016,18-24,Female,2,18,787,22.87166454891995,6.668228248417403,2021-07-01
2021,7,S08000016,18-24,Female,3,30,1315,22.813688212927758,7.181591944611865,2021-07-01
2021,7,S08000016,18-24,Female,4,31,844,36.72985781990521,6.7381524945959574,2021-07-01
2021,7,S08000016,18-24,Female,5,15,241,62.24066390041494,5.484796933490655,2021-07-01
2021,7,S08000016,18-24,Male,1,10,296,33.78378378378378,5.69035945432406,2021-07-01
2021,7,S08000016,18-24,Male,2,26,756,34.39153439153439,6.628041376179533,2021-07-01
2021,7,S08000016,18-24,Male,3,48,1403,34.212401995723454,7.246368080102461,2021-07-01
2021,7,S08000016,18-24,Male,4,32,842,38.00475059382423,6.7357800142423265,2021-07-01
2021,7,S08000016,18-24,Male,5,10,286,34.96503496503497,5.655991810819852,2021-07-01
2021,7,S08000016,25-39,Female,1,35,664,52.71084337349398,6.498282149476434,2021-07-01
2021,7,S08000016,25-39,Female,2,31,1797,17.25097384529772,7.493873886783559,2021-07-01
2021,7,S08000016,25-39,Female,3,67,3620,18.508287292817677,8.194229304819817,2021-07-01
2021,7,S08000016,25-39,Female,4,54,2141,25.221858944418493,7.669028288589683,2021-07-01
2021,7,S08000016,25-39,Female,5,18,668,26.94610778443114,6.504288173536645,2021-07-01
2021,7,S08000016,25-39,Male,1,27,571,47.285464098073554,6.3473892096560105,2021-07-01
2021,7,S08000016,25-39,Male,2,47,1801,26.09661299278179,7.496097345175956,2021-07-01
2021,7,S08000016,25-39,Male,3,84,3250,25.846153846153847,8.086410275323782,2021-07-01
2021,7,S08000016,25-39,Male,4,71,1921,36.95991671004685,7.560601162768557,2021-07-01
2021,7,S08000016,25-39,Male,5,14,591,23.688663282571913,6.3818160174060985,2021-07-01
2021,7,S08000016,40-64,Female,1,29,1130,25.66371681415929,7.029972911706386,2021-07-01
2021,7,S08000016,40-64,Female,2,65,3295,19.726858877086492,8.100161446936607,2021-07-01
2021,7,S08000016,40-64,Female,3,127,9136,13.901050788091068,9.119977931895791,2021-07-01
2021,7,S08000016,40-64,Female,4,124,6159,20.133138496509172,8.725669705687043,2021-07-01
2021,7,S08000016,40-64,Female,5,26,1953,13.312852022529443,7.577121930876679,2021-07-01
2021,7,S08000016,40-64,Male,1,24,1134,21.164021164021165,7.033506484287697,2021-07-01
2021,7,S08000016,40-64,Male,2,60,3286,18.25928180158247,8.097426298597213,2021-07-01
2021,7,S08000016,40-64,Male,3,118,8300,14.216867469879519,9.02401079378469,2021-07-01
2021,7,S08000016,40-64,Male,4,109,5662,19.251148004238786,8.641532465671846,2021-07-01
2021,7,S08000016,40-64,Male,5,26,1733,15.002885170225042,7.457609289715606,2021-07-01
2021,7,S08000016,65-74,Female,1,13,386,33.67875647668394,5.955837369464831,2021-07-01
2021,7,S08000016,65-74,Female,2,41,1363,30.08070432868672,7.217443431696533,2021-07-01
2021,7,S08000016,65-74,Female,3,50,3484,14.351320321469576,8.155936337972394,2021-07-01
2021,7,S08000016,65-74,Female,4,43,2510,17.131474103585656,7.828038032125829,2021-07-01
2021,7,S08000016,65-74,Female,5,18,720,25,6.579251212010101,2021-07-01
2021,7,S08000016,65-74,Male,1,12,355,33.80281690140845,5.872117789475416,2021-07-01
2021,7,S08000016,65-74,Male,2,33,1233,26.7639902676399,7.117205503164344,2021-07-01
2021,7,S08000016,65-74,Male,3,52,3440,15.116279069767442,8.143226750367445,2021-07-01
2021,7,S08000016,65-74,Male,4,64,2509,25.508170585890795,7.827639546366422,2021-07-01
2021,7,S08000016,65-74,Male,5,14,663,21.116138763197586,6.4967749901858625,2021-07-01
2021,7,S08000016,75 plus,Female,1,12,356,33.70786516853933,5.87493073085203,2021-07-01
2021,7,S08000016,75 plus,Female,2,63,1260,50,7.138866999945524,2021-07-01
2021,7,S08000016,75 plus,Female,3,79,3070,25.732899022801302,8.029432840581244,2021-07-01
2021,7,S08000016,75 plus,Female,4,101,2284,44.220665499124344,7.7336835707759,2021-07-01
2021,7,S08000016,75 plus,Female,5,25,640,39.0625,6.461468176353717,2021-07-01
2021,7,S08000016,75 plus,Male,1,10,261,38.314176245210724,5.564520407322694,2021-07-01
2021,7,S08000016,75 plus,Male,2,32,923,34.66955579631636,6.827629234502852,2021-07-01
2021,7,S08000016,75 plus,Male,3,93,2526,36.81710213776722,7.8343923029104365,2021-07-01
2021,7,S08000016,75 plus,Male,4,94,1865,50.402144772117964,7.5310163320779155,2021-07-01
2021,7,S08000016,75 plus,Male,5,28,510,54.90196078431372,6.234410725718371,2021-07-01
2021,7,S08000016,Under 18,Female,1,24,782,30.69053708439898,6.661854740545311,2021-07-01
2021,7,S08000016,Under 18,Female,2,29,1572,18.447837150127224,7.360103972989152,2021-07-01
2021,7,S08000016,Under 18,Female,3,44,4068,10.81612586037365,8.31090675716845,2021-07-01
2021,7,S08000016,Under 18,Female,4,41,2710,15.129151291512915,7.904703913873747,2021-07-01
2021,7,S08000016,Under 18,Female,5,14,1009,13.875123885034688,6.9167150203536085,2021-07-01
2021,7,S08000016,Under 18,Male,1,26,787,33.03684879288437,6.668228248417403,2021-07-01
2021,7,S08000016,Under 18,Male,2,26,1667,15.596880623875224,7.418780882750794,2021-07-01
2021,7,S08000016,Under 18,Male,3,74,4351,17.00758446334176,8.37816098272068,2021-07-01
2021,7,S08000016,Under 18,Male,4,85,2789,30.4768734313374,7.933438387627489,2021-07-01
2021,7,S08000016,Under 18,Male,5,17,1101,15.44050862851953,7.00397413672268,2021-07-01
2021,7,S08000017,18-24,Female,1,36,570,63.15789473684211,6.345636360828596,2021-07-01
2021,7,S08000017,18-24,Female,2,52,1348,38.57566765578635,7.206377291472252,2021-07-01
2021,7,S08000017,18-24,Female,3,49,1449,33.81642512077295,7.278628942320682,2021-07-01
2021,7,S08000017,18-24,Female,4,23,638,36.05015673981191,6.45833828334479,2021-07-01
2021,7,S08000017,18-24,Female,5,12,353,33.9943342776204,5.8664680569332965,2021-07-01
2021,7,S08000017,18-24,Male,1,38,572,66.43356643356643,6.349138991379798,2021-07-01
2021,7,S08000017,18-24,Male,2,78,1359,57.39514348785872,7.214504414151143,2021-07-01
2021,7,S08000017,18-24,Male,3,52,1581,32.89057558507274,7.365812837209472,2021-07-01
2021,7,S08000017,18-24,Male,4,22,761,28.90932982917214,6.634633357861686,2021-07-01
2021,7,S08000017,18-24,Male,5,20,341,58.65102639296188,5.831882477283517,2021-07-01
